CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,Synonyms,HBondDonorCount,HBondAcceptorCount
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
"135566573","14-hydroxy-6,13-bis[3-(4-methylpiperazin-1-yl)propyl]-3-[3-(4-methylpiperazin-1-yl)propylamino]-10-[3-(4-methylpiperazin-1-yl)propylimino]-6,13-diazatetracyclo[6.6.2.04,16.011,15]hexadeca-1(14),2,4(16),8,11(15)-pentaene-5,7,12-trione","CN1CCN(CC1)CCCNC2=CC3=C(N(C(=O)C4=C3C5=C2C(=O)N(C(=O)C5=CC4=NCCCN6CCN(CC6)C)CCCN7CCN(CC7)C)CCCN8CCN(CC8)C)O","C46H72N12O4","857.1","['2,7-Bis[3-(4-Methylpiperazin-1-Yl)propyl]-4,9-Bis{[3-(4-Methylpiperazin-1-Yl)propyl]amino}benzo[lmn][3,8]phenanthroline-1,3,6,8(2h,7h)-Tetrone', 'R8G', 'CHEMBL1269245', 'SCHEMBL16075570', 'Q27464867', '2,7-Bis[3-(4-methylpiperazino)propyl]-4,9-bis[[3-(4-methylpiperazino)propyl]amino]benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone']","2","14"
